schuljahr,halbjahr,klasse,fach,lehrer
2023,1,ITKOD,GID,GEHR
2023,,ITKOD,GID,GEHR
2023,1,ITKOD,EVP,NOWA
2023,,ITKOD,EVP,NOWA
2023,1,ITKOD,STDM,NOWA
2023,1,ITKOD,D-PM,BRUE
2023,1,ITKOS,GID,BERN
2023,,ITKOS,GID,BERN
2023,1,ITKOS,EVP,NOWA
2023,,ITKOS,EVP,NOWA
2023,1,ITKOS,D-PM,BRUE
2023,1,H11B,D-KL,LANK
2023,1,H11C,D-KL,SALZ
2023,1,H11E,D-KL,ROTH
2023,1,H11F,D-KL,LANF
2023,1,H11D,D-KL,THIE
2023,,ITFM1,SP,BERN
2023,,ITFM2,SP,BERN
2023,1,ITFM3,SP,BERN
2023,,ITKMS,SP,BERN
2023,1,DRM,PG,KERS
2023,1,BA3O,INWI,KEES
2023,1,BA3O,D-FPX,KEES
2023,1,BA3O,D-FPX,FUCH
2023,1,ITKOS,STDM,NOWA
2023,1,H11C,D-MA,PILA
2023,1,H11F,D-MA,PILA
2023,1,H11D,D-MA,PILA
2023,1,H11E,D-MA,PILA
2023,1,H11A,D-MA,PILA
2023,1,H11B,D-MA,PILA
2023,1,H11G,D-MA,PILA
2023,1,H11H,D-MA,PILA
2023,1,H11C,D-PG,ROTH
2023,1,H11F,D-PG,ROTH
2023,1,H11D,D-PG,ROTH
2023,1,H11E,D-PG,ROTH
2023,1,H11A,D-PG,ROTH
2023,1,H11B,D-PG,ROTH
2023,1,H11G,D-PG,ROTH
2023,1,H11H,D-PG,ROTH
2023,1,H11C,D-PG,MIECK
2023,1,H11F,D-PG,MIECK
2023,1,H11D,D-PG,MIECK
2023,1,H11E,D-PG,MIECK
2023,1,H11A,D-PG,MIECK
2023,1,H11B,D-PG,MIECK
2023,1,H11G,D-PG,MIECK
2023,1,H11H,D-PG,MIECK
2023,1,H11C,D-E,DAGO
2023,1,H11F,D-E,DAGO
2023,1,H11D,D-E,DAGO
2023,1,H11E,D-E,DAGO
2023,1,H11A,D-E,DAGO
2023,1,H11B,D-E,DAGO
2023,1,H11G,D-E,DAGO
2023,1,H11H,D-E,DAGO
2023,1,ITKMD,GID,LUKA
2023,1,ITKMD,EVP,NEE
2023,1,ITKMD,STDM,NOWA
2023,1,ITKMD,E,MEIC
2023,,ITKMD,D,BERN
2023,1,ITKMD,SP,BERN
2023,1,ITKUS,EVP,NEE
2023,1,ITKUS,STDM,SUTO
2023,1,ITKUS,E,EICK
2023,1,ITKUS,D-PM,SCWA
2023,1,ITKUS,PG,NEE
2023,1,EHM3,KR,SENG
2023,1,BF1B,D,STKG
2023,1,KBO2,BP,PIER
2023,1,WG11A,BWL,SAND
2023,1,ITVU,EVP,NOWA
2023,1,WG11A,E,EWEN
2023,1,KBM5,E,DITT
2023,,KBU1,D-GK,ARND
2023,1,KBU2,D-GK,ARND
2023,,KBU3,D-GK,ARND
2023,1,KBU4,D-GK,ARND
2023,,KBU5,D-GK,ARND
2023,1,KVM1,D-GK,ARND
2023,1,WG11A,D-KL,SAND
2023,1,WG11B,D-KL,HOTF
2023,1,FSHM4,SL-E,WALK
2023,1,BAU1,KR,SENG
2023,1,BAU1,PG,NEUH
2023,1,BAU1,D-KL,FABE
2023,1,BAU2,KR,SENG
2023,1,BAU2,PG,NEUH
2023,1,BAU2,D-KL,SENG
2023,1,BAM,INWI,FUCH
2023,1,BAM,SP,BLEC
2023,,BAM,D-FPX,FUCH
2023,,BAM,D-FPX,KEES
2023,1,BAM,D-TV,ARND
2023,1,BAM,D-KL,ROEN
2023,1,GTU1,D,REIC
2023,1,GTU1,PG,REIC
2023,1,GTU2,D,REIC
2023,1,GTU2,PG,REIC
2023,1,GBU,ER,BAUE
2023,1,KBU1,SP,SIND
2023,,KBU2,SP,SIND
2023,1,KBU3,SP,SIND
2023,,KBU4,SP,SIND
2023,1,KBU5,SP,SIND
2023,1,ECKU1,D,SIEB
2023,1,ECKU2,D,SIEB
2023,1,ECKO2,GEC,HUGO
2023,,ECKO2,GEC,HUGO
2023,1,ECKO2,WSP,STEC
2023,,ECKO2,WSP,STEC
2023,,ECKO2,KSK,HUGO
2023,1,ECKO2,D-PM,GEHR
2023,1,ITFM4,EVP,SCOP
2023,1,ITFM4,STDM,BRUE
2023,1,ITFM4,E,BRAN
2023,1,ITFM4,ER,LANF
2023,,ITFM4,D,BERN
2023,1,ITFM4,SP,BERN
2023,1,ITKMD,KR,NEUH
2023,,ITKMS,GID,SAND
2023,1,IFK1,GWL,STRC
2023,1,IFK1,MA,HINSE
2023,1,IFK1,E,STEC
2023,1,IFK1,D,BAUE
2023,1,IFK1,SP,SIND
2023,1,IFK1,PG,STUH
2023,1,D-IT,SUPP,TESC
2023,1,D-IT,SUPP,BRUE
2023,1,D-IT,SUPP,NOWA
2023,1,D-IT,SUPP,EMKE
2023,1,D-IT,SUPP,HOLL
2023,1,H11G,BWRW,ROER
2023,1,H11G,E,DAGO
2023,1,H11G,SP,SCMI
2023,1,H11G,D,EWEN
2023,1,H11G,MA,SCAF
2023,1,H11G,PG,SCAE
2023,1,H11G,INWI,STRC
2023,1,H11G,D-KL,ROER
2023,1,FFM,MA,?
2023,1,FFM,PG,?
2023,1,FFM,SP,?
2023,1,FFM,D-DV,?
2023,1,FFM,D,?
2023,1,IFK1,D-D,BAUE
2023,1,IFK1,D,STEC
2023,1,IFK1,GWL,ROEN
2023,,H11G,VWL,?
2023,,EHU5,WBP,BART
2023,,BF1B,MA,?
2023,,BAU1,VWL,?
2023,,H11D,D,?
2023,,BF2A,PP,SCEI
2023,,AKM1,D,?
2023,,AKM2,D,?
2023,1,IFK2,GWL,STRC
2023,1,IFK2,GWL,WIGA
2023,1,IFK2,MA,PILA
2023,1,IFK2,E,STRA
2023,1,IFK2,D,STUH
2023,1,IFK2,PG,STUH
2023,1,IFK2,PG,UPHO
2023,1,IFK2,D-DV,STRC
2023,1,IFK2,D-DV,BENE
2023,1,IFK2,D-D,STUH
2023,1,IFK2,D-D,UPHO
2023,1,IFK2,D,OSSIO
2023,1,IFK2,GWL,ROEN
2023,1,IFK1,D,UPHO
2023,,GTU2,WSP,?
2023,1,EVM1,WSP,GLISS
2023,1,IFK2,D,COX
2023,1,IFK2,D,STEC
2023,1,IFK2,D,WILM
2023,1,IFK2,GWL,BENE
2023,1,IFK2,E,DITT
2023,1,IFK2,GWL,STRE
2023,1,IFK2,GWL,PIER
2023,1,IFK2,GWL,HUES
2023,1,BAM,WR,KLOI
2023,1,ITFM1,EVP,HINSE
2023,1,BAU1,INWI,KEES
2023,1,BAU2,INWI,FUCH
2023,1,IFK1,D,LUTI
2023,1,IFK1,D,EPPI
2023,1,BERA,BERAT,WAID
2023,1,,,?
2023,1,IFK2,D,FABE
2023,1,ITFM3,GID,BRUE
2023,1,ITFM2,GID,SCWA
2023,1,BAU1,BWRW,FUCH
2023,1,BAU1,BWRW,SALZ
2023,1,AKM1,WSP,BLEC
2023,1,AKM1,KUP,BLEC
2023,1,AKM1,KPA,BLEC
2023,1,AKM2,WSP,WEIN
2023,1,AKM2,KUP,WEIN
2023,1,AKM2,KPA,WEIN
2023,1,AKO1,WSP,KEES
2023,1,AKO1,KUP,KEES
2023,1,AKO1,KPA,KEES
2023,1,AKO2,WSP,WEIN
2023,1,AKO2,KUP,WEIN
2023,1,AKO2,KPA,WEIN
2023,1,AKU1,WSP,SOMM
2023,1,AKU1,KUP,SOMM
2023,1,AKU1,KPA,SOMM
2023,1,AKU2,WSP,RAMM
2023,1,AKU2,KUP,RAMM
2023,1,AKU2,KPA,RAMM
